Etunimi;Lukumäärä
Oluwanifemi;6
Oluwasemilore;6
Oluwaseun;5
Oluwatoyin;6
Olympia;11
Oma;68
Omar;196
Omelia;21
Omena;33
Omenankukka;12
Omer;9
Omolara;5
Omolola;10
Omotayo;5
Ona;131
Onerva;5446
Onja;12
Onjukka;6
Onna;41
Onnea;14
Onneli;163
Onnetar;10
Onni;6
Onnia;60
Onniina;5
Onome;5
Onyinye;6
Onyinyechi;8
Oo;10
Ooda;10
Oodi;30
Oona;8156
Oona-Elina;6
Oona-Emilia;16
Oona-Ilona;5
Oona-Julia;6
Oona-Lotta;10
Oona-Maaria;5
Oona-Maija;8
Oona-Mari;9
Oonamaria;6
Oona-Maria;50
Oona-Roosa;6
Oona-Sofia;16
Oosa;125
Ophelia;22
Opri;100
Ora;8
Orathai;6
Oriana;7
Orion;10
Orkidea;9
Orla;15
Ornela;5
Ornella;11
Orsolya;10
Orvo;15
Orvokki;32002
Osei;5
Oskari;14
Oskariina;5
Oskarintytär;10
Osman;116
Osmi;29
Osmontytär;12
Osob;5
Otava;23
Otavatar;5
Othilia;20
Othman;6
Otilia;25
Otontytär;7
Otteliaana;49
Otteliana;31
Otteliina;5
Otteljaana;28
Ottiilia;113
Ottilia;599
Ottiliana;15
Ottilie;5
Ottilja;6
Oula;13
Ouna;6
Outa;9
Outi;10133
Outi-Elina;10
Outi-Inkeri;5
Outi-Kaarina;8
Outi-Katariina;11
Outi-Leena;10
Outi-Maaria;11
Outi-Maarit;7
Outi-Maija;9
Outi-Mari;13
Outimaria;6
Outi-Maria;48
Outi-Marja;13
Outi-Sisko;6
Overgaard;5
Oxana;135
Özlem;18
Pääsky;6
Paavontytär;21
Padma;7
Pähkinä;5
Paige;21
Paiju;8
Päivä;19
Päivänkukka;7
Päivänsäde;60
Päivätär;24
Päivi;33632
Päivi-Anneli;7
Päivi-Elina;13
Päivi-Hannele;7
Päivi-Helena;23
Päivi-Inkeri;5
Päivi-Johanna;9
Päivikki;9704
Päivi-Kristiina;7
Päivi-Leena;16
Päivi-Liisa;20
Päivi-Maarit;12
Päivi-Maria;26
Päivintytär;8
Päiviö;8
Päivi-Riitta;12
Päivi-Sisko;26
Päivyt;85
Paju;134
Palina;6
Palma;7
Paloma;137
Pälvi;154
Palwasha;6
Pamela;480
Paméla;5
Pami;13
Pamina;7
Pan;5
Panagiota;9
Pandora;10
Panida;5
Panja;8
Panuntytär;6
Paola;133
Paolina;8
Paprika;7
Papu;14
Paraskeva;12
Paraskevi;7
Paria;5
Parichat;7
Parinaz;5
Paris;22
Parisa;29
Pärla;5
Parvaneh;9
Parvin;21
Parwin;6
Pasintytär;32
Patience;14
Patrica;12
Patrice;12
Patricia;1849
Patriicia;16
Patriksdotter;5
Patrisia;7
Patrizia;22
Patrycja;10
Paula;19402
Paula-Elina;6
Paula-Helena;6
Paula-Kaisa;5
Paula-Maija;13
Paulamaria;5
Paula-Maria;23
Paulantytär;6
Paula-Riitta;11
Paula-Sisko;7
Pauleena;5
Paulette;41
Pauliina;29962
Pauliine;9
Paulikki;20
Paulin;5
Paulina;1057
Pauline;298
Paulintytär;8
Pavlovna;16
Paw;24
Paweena;5
Paz;9
Pearl;22
Peata;5
Peatta;5
Peeta;12
Peetra;6
Pegah;6
Peggy;113
Pei;6
Peija;8
Peikko;8
Pekantytär;66
Pelagea;16
Pelagia;64
Pelin;11
Pella;15
Pellava;17
Peltola;5
Penelope;65
Penina;8
Peninna;10
Penni;72
Penny;29
Pentintytär;11
Pepina;7
Pepita;166
Pepitta;5
Peppi;3239
Peppi-Emilia;5
Peppi-Ilona;5
Peppiina;1088
Peppilotta;47
Peppi-Lotta;108
Peppi-Maria;7
Peppina;137
Peppi-Sofia;5
Peri;5
Perihan;6
Perla;33
Pernilla;501
Pernille;7
Perpetua;8
Persdotter;15
Pertintytär;15
Pertta;11
Pervin;6
Peter;15
Petersdotter;28
Petimat;5
Petja;11
Petra;6588
Petra-Johanna;5
Petra-Leena;6
Petra-Maria;32
Petranella;16
Petra-Nella;6
Petra-Pauliina;10
Petra-Sofia;9
Petriikka;24
Petriina;434
Petrina;35
Petrintytär;57
Petronela;5
Petronella;303
Petrova;7
Petrovna;21
Petruska;8
Petterintytär;9
Petti;5
Pettiina;23
Pettina;5
Petunia;9
Phailin;5
Pham;13
Phan;8
Phi;9
Philippa;41
Philomena;5
Phoebe;29
Phuc;6
Phung;27
Phuong;182
Phyllis;5
Pi;39
Pia;12304
Pia-Anneli;6
Pia-Carita;10
Pia-Christina;11
Pia-Christine;7
Pia-Erika;5
Pia-Hannele;8
Pia-Helena;10
Pia-Johanna;14
Pia-Kaarina;5
Pia-Kristiina;37
Pia-Kristina;8
Pia-Leena;24
Pia-Lena;9
Pialiisa;6
Pia-Liisa;60
Pia-Lisa;6
Pia-Lotta;6
Pia-Maaria;7
Pia-Maarit;22
Pia-Maija;7
Pia-Mari;49
Piamaria;8
Pia-Maria;239
Pia-Marie;14
Pia-Marika;8
Pia-Marita;6
Pia-Marja;14
Pia-Marjut;5
Pian;16
Pia-Pauliina;23
Pia-Riikka;9
Pia-Riitta;41
Pia-Sisko;9
Pia-Sofia;26
Pia-Stina;8
Pia-Susanna;19
Pia-Susanne;5
Pia-Tiina;6
Piatta;30
Piela;23
Pieta;283
Pieta-Maria;6
Pietta;6
Pihka;22
Pihla;4539
Pihlaja;63
Pihla-Maaria;10
Pihla-Maria;26
Pihla-Riina;5
Pii;78
Piia;6939
Piia-Johanna;11
Piia-Leena;6
Piialiisa;7
Piia-Liisa;17
Piia-Maaria;6
Piia-Maarit;12
Piia-Mari;19
Piia-Maria;45
Piia-Pauliina;21
Piia-Riikka;12
Piia-Riina;6
Piia-Riitta;22
Piia-Sisko;8
Piia-Sofia;7
Piia-Susanna;7
Piija;17
Piiku;24
Piio;5
Piipa;18
Piipe;5
Piippa;10
Piippo;5
Piirit;5
Piisku;7
Piita;31
Piitu;221
Piiu;19
Pike;16
Piki;5
Pikka;18
Pilar;21
Pilke;16
Pille;20
Piltti;9
Pilvi;1437
Pilvikki;223
Pilvi-Maria;7
Pilvi-Sisko;27
Pinar;15
Ping;22
Pinja;5800
Pinja-Emilia;6
Pinja-Liisa;5
Pinja-Maaria;5
Pinja-Maria;23
Pinja-Pauliina;6
Pinja-Riikka;5
Pinja-Riina;8
Pinja-Sofia;8
Pinja-Tuulia;5
Pinka;8
Pioni;25
Pipa;26
Pipariina;16
Piparminttu;15
Piper;5
Pippa;37
Pippi;10
Pippuriina;8
Pipsa;851
Piret;47
Piretta;27
Pirgitta;8
Piri;14
Pirit;6
Pirita;1578
Piritta;2539
Pirja;63
Pirjatta;6
Pirje;12
Pirjetta;236
Pirjo;29664
Pirjo-Anneli;6
Pirjo-Hannele;13
Pirjo-Helena;11
Pirjo-Irmeli;5
Pirjo-Kaarina;10
Pirjo-Leena;156
Pirjoliisa;9
Pirjo-Liisa;541
Pirjo-Maarit;5
Pirjo-Maija;7
Pirjoriitta;11
Pirjo-Riitta;629
Pirjo-Sisko;17
Pirke;16
Pirketta;98
Pirki;5
Pirkit;5
Pirkitta;119
Pirkka;13
Pirkko;24648
Pirkko-Helena;12
Pirkko-Kaarina;6
Pirkko-Leena;75
Pirkkoliisa;20
Pirkko-Liisa;1065
Pirkko-Maija;9
Pirkko-Riitta;15
Pirkko-Sisko;6
Piroska;8
Pirpa;15
Pirre;125
Pirta;80
Pirtta;5
Pirve;11
Pisara;9
Pitja;5
Piu;6
Pixie;5
Pola;12
Polina;225
Polly;8
Pomeliina;38
Pontusdotter;5
Poppy;34
Pouta;12
Pranee;10
Pranvera;7
Pray;5
Precious;21
Preet;7
Pricella;18
Pricilla;88
Priita;50
Priitta;63
Primrose;7
Princess;36
Princesse;7
Prisca;15
Priscila;10
Priscilla;110
Prisella;8
Prisha;7
Prisilla;26
Priska;37
Priskilla;12
Priya;28
Priyanka;10
Pui;9
Puja;6
Pulmu;157
Puolukka;21
Purity;8
Puro;6
Putri;12
Pyry;27
Pyryntytär;5
Qaali;7
Qader;6
Qadra;5
Qamar;21
Qasem;5
Qasim;12
Qendresa;8
Qi;11
Qian;11
Qiao;7
Qin;8
Qing;13
Quan;5
Quang;5
Que;8
Queen;12
Quinn;12
Qusay;9
Quyen;22
Quynh;61
R;7
Raad;9
Raaho;5
Raakel;2397
Raakeli;103
Raakkel;70
Raakkeli;38
Raama;6
Rabab;13
Rabeh;6
Rabia;36
Rachael;10
Racheal;6
Rachel;226
Rachelle;15
Rachida;14
Rada;11
Radha;11
Radmila;6
Radwa;5
Rae;63
Raed;9
Rae-Marja;6
Rafaela;136
Rafaella;13
Rafal;6
Raffaela;5
Raffaella;6
Rafia;5
Rafif;7
Raghad;6
Ragna;24
Ragnarsdotter;5
Ragnborg;33
Ragne;7
Ragnhild;307
Ragni;149
Ragny;6
Rahaf;18
Raheem;7
Rahel;21
Rahil;10
Rahim;8
Rahima;16
Rahime;9
Rahma;70
Rahmah;6
Rahman;14
Rahmo;28
Raho;5
Rai;8
Raia;6
Raida;6
Raihana;6
Raija;22316
Raija-Anneli;5
Raija-Helena;7
Raija-Kaarina;5
Raija-Leena;165
Raija-Liisa;357
Raija-Maija;9
Raija-Riitta;26
Raija-Sisko;11
Raika;11
Raila;1156
Raila-Maija;5
Raile;10
Raili;14560
Railikki;13
Raimontytär;13
Rain;7
Raina;85
Raine;10
Rainersdotter;7
Raini;106
Raisa;1489
Raisa-Maria;7
Raissa;25
Raita;343
Raita-Maria;5
Raja;10
Rajana;6
Rakel;1308
Ralfsdotter;7
Raluca;9
Rama;15
Ramadan;6
Rami;6
Ramina;10
Ramintytär;5
Ramla;41
Ramlo;7
Ramona;610
Ramya;5
Ramzia;5
Ran;6
Rana;45
Rand;11
Randa;21
Randi;10
Ranghild;17
Rani;29
Rania;116
Ranim;10
Ranja;169
Ranya;25
Raparperi;5
Raphaela;10
Raqia;7
Raquel;41
Rasa;7
Rasha;24
Rasheed;7
Rashid;36
Rashida;6
Rashiid;5
Rashmi;5
Rasmus;8
Rasool;6
Rassoul;5
Ratna;6
Ratree;6
Rattana;5
Rattanaporn;5
Rauha;3975
Rauha-Maria;8
Rauna;114
Raune;11
Rauni;3727
Raunikki;5
Raunontytär;14
Raven;8
Ravinder;5
Rawaa;5
Rawan;18
Ray;10
Raya;11
Rayaan;38
Rayan;37
Rayana;7
Rayne;6
Raz;7
Raza;7
Razan;12
Razia;14
Razieh;5
Razzak;6
Rea;788
Réa;5
Rea-Maria;5
Rebeca;34
Rebecca;1484
Rebecka;646
Rebeka;13
Rebekah;24
Rebekka;2005
Ree;5
Reea;229
Reelika;13
Reem;16
Reena;14
Reet;26
Reeta;1897
Reeta-Kaisa;17
Reeta-Leena;6
Reeta-Liisa;5
Reetamari;5
Reeta-Mari;14
Reeta-Maria;19
Reetriikka;14
Reetrika;6
Reetta;5440
Reetta-Kaisa;33
Reetta-Leena;35
Reetta-Liisa;49
Reetta-Maija;22
Reetta-Mari;16
Reetta-Maria;34
Reetta-Sofia;8
Regiina;17
Regina;2467
Regine;9
Reham;5
Rehana;6
Rehema;6
Rei;7
Reia;8
Reidun;7
Reija;1819
Reija-Leena;10
Reija-Liisa;18
Reija-Riikka;6
Reija-Riitta;10
Reijontytär;11
Reina;37
Reine;72
Reini;8
Reita;11
Réka;16
Rekina;5
Remedios;5
Remi;11
Remzije;5
Ren;8
Rena;13
Renata;117
Renáta;10
Renate;94
Renatte;5
Rene;21
René;11
Renee;63
Reneé;10
Renée;78
Rengin;5
Renita;20
Renja;146
Renu;6
Repekka;45
Reta;6
Retriika;23
Retriikka;27
Rey;5
Reyhan;10
Rezan;5
Rhea;122
Rhiannon;8
Rhoda;10
Rhonda;12
Ria;622
Ria-Liisa;5
Riam;5
Ria-Maria;16
Riana;20
Rianna;400
Rianne;10
Ria-Noore;5
Rica;6
Ricarda;7
Rida;15
Rigmor;111
Rihaam;11
Riham;16
Rihana;6
Rihanna;33
Riia;1051
Riia-Liisa;12
Riia-Mari;8
Riia-Maria;29
Riia-Rosa;5
Riija;14
Riika;409
Riikamari;5
Riika-Mari;7
Riika-Maria;9
Riikantytär;8
Riikka;13509
Riikka-Elina;10
Riikka-Emilia;5
Riikka-Johanna;14
Riikka-Kaisa;7
Riikkaleena;9
Riikka-Leena;58
Riikkaliina;7
Riikka-Liina;6
Riikkaliisa;16
Riikka-Liisa;132
Riikka-Lotta;6
Riikka-Maaria;14
Riikka-Maarit;5
Riikka-Maija;27
Riikkamari;11
Riikka-Mari;52
Riikkamaria;6
Riikka-Maria;107
Riikka-Marja;7
Riikka-Sisko;11
Riikka-Susanna;11
Riikka-Tiina;5
Riim;19
Riima;5
Riin;7
Riina;5754
Riina-Emilia;8
Riina-Kaisa;20
Riinaliisa;5
Riina-Liisa;15
Riina-Lotta;11
Riina-Maaria;7
Riina-Maija;22
Riinamari;7
Riina-Mari;20
Riina-Maria;68
Riina-Sofia;7
Riinu;13
Riita;9
Riitta;38611
Riitta-Anneli;20
Riitta-Elina;6
Riitta-Hannele;7
Riitta-Helena;16
Riitta-Kaarina;16
Riittakaisa;6
Riitta-Kaisa;43
Riitta-Leena;238
Riittaliisa;25
Riitta-Liisa;1769
Riittamaija;8
Riitta-Maija;182
Riitta-Mari;20
Riitta-Maria;36
Riitta-Marja;30
Riitta-Sisko;51
Riitta-Stiina;6
Riitu;77
Rika;16
Riku;7
Rikuntytär;10
Riley;8
Rilla;106
Rim;20
Rima;15
Rimas;5
Rimma;42
Rina;180
Rinesa;12
Ringa;121
Rinja;48
Rinka;6
Rinna;106
Riona;17
Ripsa;30
Rispa;12
Rista;12
Risten;22
Ristiina;97
Ristontytär;36
Rita;2060
Ritaj;5
Rita-Maria;13
Riti;8
Ritja;13
Ritu;14
Ritva;31436
Ritva-Anneli;17
Ritva-Helena;6
Ritva-Kaarina;8
Ritva-Leena;121
Ritvaliisa;18
Ritva-Liisa;585
Ritva-Maija;13
Ritva-Marja;7
Ritva-Sisko;6
River;8
Rivka;6
Riya;7
Roaa;5
Roberta;51
Robertina;8
Robertsdotter;20
Robin;24
Robina;10
Robyn;23
Rochelle;13
Rocio;12
Roda;22
Rode;28
Rodina;5
Rogersdotter;7
Roine;18
Róisín;6
Roja;6
Rojda;5
Rojin;12
Roksana;6
Rolfsdotter;15
Roma;12
Romana;11
Romi;10
Romina;18
Romy;9
Rona;21
Ronahi;6
Ronak;7
Ronda;21
Ronela;5
Rong;7
Roni;13
Ronia;26
Ronit;6
Ronja;5534
Ronja-Maria;13
Ronja-Sofia;5
Ronya;82
Roo;8
Roona;7
Roos;5
Roosa;7564
Roosa-Emilia;21
Roosaliina;11
Roosa-Liina;8
Roosa-Liisa;7
Roosa-Maaria;48
Roosa-Maarit;6
Roosa-Maija;14
Roosamari;35
Roosa-Mari;39
Roosamaria;26
Roosa-Maria;456
Roosa-Marie;6
Roosa-Marja;11
Roosa-Sofia;10
Roosi;6
Ros;5
Rosa;3293
Rosabel;9
Rosabella;24
Rosa-Emilia;16
Rosali;13
Rosalia;219
Rosalie;170
Rosaliina;268
Rosa-Liina;12
Rosalin;21
Rosalina;89
Rosalind;12
Rosalinda;72
Rosa-Linda;14
Rosaline;7
Rosalita;7
Rosalyn;13
Rosa-Maaria;16
Rosamari;11
Rosa-Mari;17
Rosamaria;39
Rosa-Maria;339
Rosamarie;8
Rosa-Marie;37
Rosa-Mariia;5
Rosamunda;5
Rosana;14
Rosanda;7
Rosanna;667
Rosanne;49
Rosaria;6
Rosariina;5
Rosario;23
Rosa-Sofia;9
Ros-Britt;6
Rose;707
Rose-Britt;5
Roselia;11
Roselin;5
Roseline;7
Rosella;18
Roselyn;9
Rose-Maj;101
Rosemari;8
Rose-Mari;21
Rosemaria;6
Rose-Maria;12
Rosemarie;55
Rose-Marie;279
Rosemary;43
Rose-Mary;7
Rose-May;28
Rosetta;19
Rosette;16
Roshild;6
Roshni;6
Rosi;39
Rosida;8
Rosie;26
Rosiina;15
Rosina;107
Rosinda;7
Rosine;10
Rosita;663
Rositta;7
Ros-Maj;22
Rosmari;22
Ros-Mari;118
Rosmarie;20
Ros-Marie;65
Rosmariini;26
Rosmarin;5
Ros-May;6
Rosveig;7
Roswitha;13
Routa;6
Rowan;6
Rowena;11
Roxana;33
Roxane;6
Roxanna;11
Roxanne;25
Roya;28
Roza;70
Róza;6
Rozalia;10
Rozan;6
Rozanna;5
Rozerin;10
Ru;9
Rubi;6
Rubina;11
Ruby;69
Rue;5
Rufina;14
Rui;5
Ruija;6
Ruken;11
Rukia;8
Rumejsa;6
Run;5
Runa;129
Runa-Lisa;17
Runborg;7
Runo;40
Ruqaya;6
Ruqia;7
Ruqiya;8
Ruska;167
Ruslana;8
Rusul;7
Rut;341
Ruta;9
Ruth;947
Ruu;41
Ruun;7
Ruusa;383
Ruusu;524
Ruusu-Maaria;5
Ruusumaria;7
Ruusu-Maria;19
Ruusu-Marja;6
Ruusunkukka;7
Ruusunnuppu;15
Ruut;949
Ruuth;34
Ruuti;7
Ruut-Maria;5
Ruwayda;6
Ruweida;6
Ruweyda;18
Ruxandra;5
S;9
S.;10
Saabiriin;14
Saabirin;5
Saabriin;5
Saad;36
Saadia;13
Saafi;5
Saaga;1449
Saaga-Maria;5
Saaka;6
Saamia;5
Saamiya;6
Saana;4671
Saana-Emilia;5
Saana-Maaria;9
Saana-Maarit;9
Saana-Mari;9
Saanamaria;7
Saana-Maria;52
Saana-Riikka;5
Saana-Sofia;10
Saana-Tuulia;13
Saania;15
Saara;12833
Saara-Elina;12
Saara-Emilia;9
Saarah;13
Saara-Helena;5
Saarai;11
Saarakaisa;6
Saara-Kaisa;39
Saara-Leena;26
Saara-Liina;6
Saara-Liisa;33
Saara-Lotta;15
Saaramaija;5
Saara-Maija;45
Saara-Mari;16
Saaramaria;16
Saara-Maria;145
Saara-Marja;8
Saara-Sofia;37
Saara-Susanna;5
Saari;6
Saarinen;5
Saarinka;5
Saarlotta;5
Saarni;9
Saba;36
Sabah;38
Sabeeh;5
Sabella;5
Sabiha;19
Sabiina;17
Sabina;1028
Sabine;189
Sabir;7
Sabira;12
Sabiriin;11
Sabirin;14
Sabri;6
Sabriin;10
Sabriina;34
Sabrije;7
Sabrin;38
Sabrina;374
Sabrine;10
Sacdiyo;9
Sacha;7
Sada;6
Sadaf;25
Sadat;14
Sade;512
Säde;1763
Sadehelmi;14
Sade-Helmi;8
Sadek;5
Sadelma;9
Sadetta;41
Sadette;6
Säde-Tuulia;5
Sadia;57
Sadie;23
Sadija;5
Sadije;8
Sadio;17
Sadiq;10
Sadiya;10
Sadiye;5
Sadiyo;11
Sadoon;5
Saduntytär;5
Saeed;23
Safa;71
Safaa;17
Saffie;5
Saffron;12
Safi;17
Safia;159
Safiina;15
Safiira;41
Safija;8
Safina;48
Safir;5
Safira;140
Safiya;69
Safiye;15
Safiyo;19
Saga;3174
Sagal;46
Saga-Maria;17
Saga-Sofia;19
Sage;5
Saha;5
Sahal;12
Sahar;64
Sahara;15
Sahira;5
Sahra;124
Sahrami;10
Sahro;22
Sai;6
Saia;10
Said;103
Saida;184
Saidi;11
Said-Kader;5
Saido;17
Saif;9
Saiga;11
Säihke;5
Saiid;7
Saija;3973
Saija-Leena;37
Saija-Liisa;18
Saija-Maarit;7
Saijamari;7
Saija-Mari;9
Saija-Maria;18
Saija-Riikka;15
Saijariina;5
Saija-Riina;7
Saija-Riitta;11
Saija-Sisko;6
Saika;8
Saila;2253
Saila-Maarit;5
Saila-Mari;5
Saila-Maria;11
Saila-Riitta;5
Saili;29
Saima;1551
Saimaa;5
Saime;8
Saimi;3127
Saina;27
Sainab;8
Sainabou;7
Saine;5
Saini;665
Saira;11
Sairi;8
Saja;10
Sajida;6
Sakariina;9
Sakarintytär;10
Sakariye;5
Säkene;6
Sakina;28
Sakineh;9
Saku;5
Sakuntytär;9
Sakura;29
Salaad;13
Salaado;5
Salad;32
Salah;29
Salam;14
Salama;31
Saleban;12
Saleh;17
Salem;9
Salih;18
Saliha;10
Salim;9
Salima;24
Salina;28
Salka;37
Salla;5926
Salla-Kaisa;18
Salla-Maaret;16
Sallamaari;113
Salla-Maari;21
Sallamaaria;14
Salla-Maaria;96
Sallamaarit;10
Salla-Maarit;74
Salla-Maija;27
Sallamari;210
Salla-Mari;296
Sallamaria;31
Salla-Maria;152
Salla-Marja;13
Salla-Reetta;8
Salla-Riikka;13
Sallariina;10
Salla-Riina;9
Salla-Sisko;5
Salla-Sofia;18
Salla-Tuulia;14
Salli;1823
Sallima;14
Salli-Sofia;5
Sally;235
Salma;307
Salman;27
Salme;4616
Salmi;5
Salmo;7
Salome;265
Salomé;5
Salsabil;5
Salvia;19
Salwa;22
Sam;12
Sama;10
Samah;12
Saman;9
Samanta;11
Samantha;168
Samar;19
Samara;11
Samatha;9
Sameer;8
Samer;5
Sami;9
Samia;43
Samiira;33
Samiiro;5
Samina;15
Samintytär;39
Samir;13
Samira;429
Samire;5
Samiro;9
Samiya;10
Sammal;6
Sampontytär;6
Samra;15
Samruai;5
Samsam;36
Samuel;17
Samuela;15
Samulintytär;7
Samuntytär;13
San;19
Sana;48
Sanaa;22
Sanae;6
Sanam;8
Sanaz;14
Sanda;7
Sandhya;5
Sandi;15
Sandra;2600
Sandra-Maria;10
Sandra-Sofia;15
Sandrine;13
Sandy;35
Sane;16
Sanela;18
Sanella;9
Sanelma;2856
Sanerva;8
Sanette;9
Sang;8
Sani;493
Sania;40
Sanie;6
Sanije;9
Sanika;6
Sanita;13
Saniya;5
Sanja;328
Sanna;22482
Sanna-Elina;10
Sanna-Emilia;5
Sannah;5
Sanna-Helena;10
Sanna-Kaarina;6
Sanna-Kaija;10
Sannakaisa;47
Sanna-Kaisa;487
Sanna-Karoliina;6
Sanna-Katri;6
Sanna-Katriina;7
Sanna-Leea;5
Sannaleena;28
Sanna-Leena;205
Sannaliina;9
Sannaliisa;14
Sanna-Liisa;161
Sanna-Lotta;8
Sanna-Maaret;6
Sannamaaria;6
Sanna-Maaria;47
Sanna-Maarit;90
Sannamaija;33
Sanna-Maija;232
Sannamari;239
Sanna-Mari;989
Sannamaria;30
Sanna-Maria;477
Sanna-Marie;5
Sanna-Marika;31
Sanna-Marja;34
Sanna-Pauliina;12
Sanna-Reetta;12
Sannariikka;7
Sanna-Riikka;69
Sanna-Riina;14
Sanna-Riitta;31
Sanna-Sisko;9
Sanna-Sofia;15
Sanna-Susanna;6
Sanna-Tiina;6
Sanna-Tuulia;13
Sanne;69
Sanneli;9
Sanni;8267
Sanniina;64
Sannika;14
Sanni-Kaisa;16
Sanni-Lotta;6
Sanni-Maaria;6
Sannimaija;6
Sanni-Maija;14
Sannimari;18
Sanni-Mari;51
Sannimaria;10
Sanni-Maria;52
Sanni-Marja;7
Sannina;8
Sanni-Sofia;40
Sannu;19
Sannukka;30
Sanny;19
Sanra;12
Sansa;27
Santa;7
Santana;5
Santeri;9
Santeriina;5
Santerintytär;5
Santos;5
Santra;204
Santtu;8
Sanya;13
Saoirse;8
Saphira;6
Sapphire;6
Sara;14757
Sára;13
Sara-Anna;5
Sara-Annika;7
Sarabella;5
Sara-Elina;5
Saraella;8
Sara-Ella;8
Sara-Ellen;5
Sara-Emilia;19
Sarafiina;15
Sarafina;18
Sarah;1116
Sarai;39
Sara-Julia;15
Sara-Juulia;9
Sara-Leena;8
Saralia;15
Saraliina;12
Sara-Liina;5
Saralotta;10
Sara-Lotta;15
Sara-Maaria;11
Saramaria;12
Sara-Maria;97
Sara-Marie;12
Saranda;41
Saranna;28
Saranya;8
Sara-Sofia;166
Sara-Sofie;9
Saraste;14
Sara-Susanna;8
Sara-Susanne;5
Saraswati;6
Sara-Tuuli;12
Sara-Tuulia;18
Sare;8
Saretta;8
Sargit;41
Sari;29300
Saria;30
Sarian;8
Sari-Ann;5
Sarianna;615
Sari-Anna;54
Sarianne;378
Sari-Anne;108
Sari-Anneli;22
Sari-Annika;5
Sariel;5
Sari-Elina;7
Sariella;9
Sari-Hannele;13
Sari-Helena;19
Sariina;30
Sari-Johanna;20
Sarika;77
Sari-Kaarina;5
Sari-Leena;16
Sari-Liisa;13
Sari-Maaria;8
Sari-Maarit;40
Sari-Maija;13
Sari-Maria;15
Sari-Marjut;10
Sari-Minna;10
Sarina;127
Sari-Päivi;6
Sari-Sisko;11
Sari-Susanna;31
Sarit;5
Sarita;1108
Sari-Tiina;7
Saritta;24
Sarjanna;5
Sarjo;5
Sarla;10
Sarleena;12
Sarlotta;179
Sarolta;5
Saron;7
Sarpa;5
Sarra;14
Sarri;62
Saru;8
Sasa;24
Sasha;40
Saskia;201
Sassa;10
Sätene;28
Sattar;7
Satu;25004
Satu-Anna;10
Satu-Anne;8
Satu-Anneli;7
Satu-Annika;8
Satu-Elina;14
Satu-Emilia;5
Satu-Hannele;16
Satu-Helena;21
Satu-Johanna;27
Satu-Kaarina;17
Satu-Katriina;5
Satu-Kristiina;12
Satu-Leena;10
Satu-Liisa;19
Satu-Lotta;18
Satu-Maaret;13
Satumaaria;5
Satu-Maaria;77
Satumaarit;5
Satu-Maarit;210
Satumaija;8
Satu-Maija;19
Satumari;6
Satu-Mari;19
Satumaria;17
Satu-Maria;127
Satu-Marika;11
Satumarja;12
Satu-Marja;80
Satu-Marjaana;12
Satu-Marjatta;6
Satu-Marjut;10
Satu-Minna;8
Satu-Orvokki;7
Satu-Päivi;19
Satu-Päivikki;21
Satu-Pauliina;8
Satu-Pia;5
Satu-Riikka;6
Satu-Riitta;9
Satu-Sinikka;60
Satu-Sirkku;7
Satu-Sisko;41
Satu-Sofia;7
Satu-Susanna;25
Satu-Tiina;6
Satu-Tuulia;11
Sau;8
Saulintytär;7
Savanna;91
Savannah;107
Sävel;12
Sävele;13
Sävy;45
Sawda;7
Sawsan;13
Say;16
Saya;10
Saynab;20
Sazan;5
Scarlet;10
Scarlett;72
Scilla;5
Sea;22
Sebahat;6
Sebahate;5
Sebastian;12
Sebastião;5
Secilia;20
Seda;16
Sedra;5
Seea;39
Seela;1905
Seeli;13
Seelia;205
Seema;8
Seena;44
Seeni;5
Seenia;5
Seera;22
Seere;12
Seeri;6
Sefanja;6
Seher;6
Seida;10
Seidi;282
Seija;23322
Seija-Anneli;5
Seija-Leena;34
Seijaliisa;6
Seija-Liisa;128
Seija-Maija;7
Seija-Maria;5
Seija-Riitta;61
Seija-Sinikka;10
Seija-Sisko;31
Seila;30
Seile;6
Seinab;13
Seira;7
Seita;50
Sejla;5
Sela;11
Selah;5
Selam;5
Selamawit;9
Selda;34
Selen;14
Selena;323
Selene;148
Selenia;11
Seleste;8
Seli;5
Selia;33
Seliina;205
Selima;6
Selin;26
Selina;1705
Selinä;5
Selinda;106
Seline;14
Selja;698
Sella;108
Selli;6
Selma;2525
Selmi;15
Selmiina;6
Selvete;9
Selvi;8
Sema;12
Semina;6
Semira;9
Semra;15
Sen;7
Sena;23
Senada;5
Senait;7
Sengül;6
Seni;13
Senia;43
Senita;15
Senja;3290
Senja-Maria;9
Senja-Sofia;6
Senna;139
Senni;2363
Senni-Sofia;13
Sennu;11
Senny;31
Senobia;15
Senta;9
Sepideh;9
Sepontytär;22
Sera;129
Serafia;720
Serafiia;95
Serafiina;1105
Serafima;47
Serafin;8
Serafina;536
Serah;6
Seraina;7
Seralia;9
Serap;5
Seraphina;17
Sere;10
Serefiina;10
Serefina;7
Seren;15
Serena;203
Serene;10
Serenella;15
Sergeevna;25
Sergejevna;13
Seri;16
Seriina;7
Serin;7
Serina;73
Serine;9
Serita;14
Serja;22
Serwaa;6
Sesilia;176
Sesilja;12
Sessa;13
Sesse;7
Sessi;10
Setareh;14
Setayesh;9
Sevanja;8
Sevasti;6
Sevda;18
Sevdije;7
Seveliina;6
Severiina;237
Severina;14
